Node,Node.label,Class,Order,Family,Genus,Trait,Interval.my,Log10Years,d,sd,Taxa,Comparisons,Within.order,Within.family,Within.genus,Tree.source,Trait.source,Comments
0,10,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,3.706214746,6.56893058,0.087743164,0.091988259,9,14,1,1,1,"Given, A. D., J. A. Mills, and A. J. Baker. 2005. Molecular evidence for recent radiation in southern hemisphere masked gulls. Auk 122: 268-279.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
150,437,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,3.71,6.56937391,0.027285213,0.072901437,3,2,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
146,433,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,4.682,6.670431409,0.029504312,0.175824126,4,4,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
149,436,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,4.682,6.670431409,0.013923572,0.045134417,4,3,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
120,407,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,5.132,6.710286648,0.074381184,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
125,412,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,5.132,6.710286648,-0.0090024,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
127,414,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,5.132,6.710286648,0.259009555,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
129,416,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,5.132,6.710286648,0.13168109,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
130,417,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,5.132,6.710286648,-0.091655159,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
134,421,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,5.132,6.710286648,0.033176532,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
135,422,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,5.132,6.710286648,-0.03177006,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
145,432,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,6.05,6.781755375,0.075888039,0.099218258,5,4,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
144,431,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,7.776,6.890756252,0.087485093,0.136289589,9,20,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
133,420,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,8.134,6.910304168,0.123854072,0.023459351,3,2,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
136,423,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,8.134,6.910304168,0.217088894,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
128,415,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,8.135,6.910357557,0.009496686,0.093112592,3,2,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
131,418,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,8.135,6.910357557,0.353384397,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
126,413,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,10.266,7.01140126,-0.005023692,0.183147413,3,2,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
143,430,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,11.89,7.075181855,-0.073714157,0.172651033,10,9,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
132,419,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,11.918,7.076203381,0.018177828,0.137467349,5,6,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
124,411,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,13.268,7.122805463,-0.0045012,0.122448544,5,6,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
142,429,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,16.006,7.204282813,-0.074821555,0.180814194,11,10,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
123,410,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,17.7555625,7.249334435,-0.004008494,0.134208699,10,32,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
122,409,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,18.3998,7.264813102,-0.097948045,0.149310961,11,10,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
121,408,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,18.99181818,7.278566544,0.048572334,0.119510262,12,11,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
141,428,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,20.12,7.303627976,-0.146441173,0.314630091,12,11,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
119,406,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,20.97984211,7.321802215,-0.07069291,0.238404106,15,38,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
118,405,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,21.40186667,7.330451654,-0.144019533,0.159996028,16,15,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
117,404,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,22.181875,7.345998254,-0.066541673,0.138993832,18,32,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
116,403,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,22.54388889,7.353028835,-0.190350204,0.127098975,19,18,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
115,402,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,23.53139474,7.371647669,-0.0521985,0.217322414,21,38,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
114,401,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,24.93385714,7.396789467,-0.194880504,0.261938162,26,105,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
113,400,Aves,Charadriiformes,Laridae,Larus,Log(mass)/3,25.66188462,7.409288548,-0.145138263,0.276093039,28,52,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
138,425,Aves,Charadriiformes,Laridae,Multiple,Log(mass)/3,5.132,6.710286648,-0.074138671,NA,2,1,1,1,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
137,424,Aves,Charadriiformes,Laridae,Multiple,Log(mass)/3,10.264,7.011316643,0.062945515,0.15968489,4,4,1,1,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
140,427,Aves,Charadriiformes,Laridae,Multiple,Log(mass)/3,24.236,7.384460944,-0.08307952,0.179768443,13,12,1,1,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
112,399,Aves,Charadriiformes,Laridae,Multiple,Log(mass)/3,26.53389286,7.423800971,-0.078216165,0.20768063,32,112,1,1,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
111,398,Aves,Charadriiformes,Laridae,Multiple,Log(mass)/3,28.27990625,7.451477965,-0.178316454,0.317272685,45,416,1,1,0.5,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
110,397,Aves,Charadriiformes,Laridae,Multiple,Log(mass)/3,46.55571111,7.667972965,-0.211359272,0.316767003,46,45,1,1,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
139,426,Aves,Charadriiformes,Laridae,Rissa,Log(mass)/3,5.132,6.710286648,0.033080345,NA,2,1,1,1,1,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
195,482,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,33,7.51851394,0.07671284,0.090765208,11,10,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
216,503,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,38,7.579783597,-0.599334785,NA,2,1,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
194,481,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,38.2,7.582063363,-0.20382967,0.266659875,21,110,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
153,440,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,50.919999,7.706888386,0.237683234,0.146298581,4,3,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
95,382,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,64.78015217,7.811441964,0.259030074,0.516230194,66,920,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
165,452,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,65.60000018,7.816903841,-0.206259802,0.519247279,81,1260,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
94,381,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,69.90616567,7.844515482,-0.061789931,0.337736091,68,132,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
210,497,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,73.80000183,7.868056373,0.579678641,0.121321571,7,6,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
93,380,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,75.02657325,7.875215111,0.045555038,0.339868852,72,272,1,0.5,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
92,379,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,80.1473214,7.903889012,0.015616383,0.298840996,73,72,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
71,358,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,85.26411214,7.930766274,0.072165198,0.370883808,94,1533,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
57,344,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,86.6,7.937517892,-0.081946454,0.193599201,10,16,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
70,357,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,90.38953189,7.956118137,-0.216308839,0.51244073,108,1316,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
66,353,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,91.5999995,7.961895471,0.027945646,0.460717992,5,4,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
56,343,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,104.2000002,8.01786772,-0.040855026,0.307752532,15,50,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
209,496,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,108.0000001,8.033423756,0.188176907,0.390309909,9,14,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,289,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,127.6,8.105850674,-0.090901639,0.340125478,88,1095,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
164,451,Aves,Charadriiformes,Multiple,Multiple,Log(mass)/3,131.1999992,8.117933833,0.151607914,0.472951999,90,729,1,0,0,"Thomas et al., 2004.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
